,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
6059,7980,15630,115,8,60,1,3,656
6060,6846,37578,95,13,20,0,5,456
6061,2616,22000,69,27,36,0,1,383
6062,4996,99761,63,0,73,0,3,452
6063,3939,60021,99,12,28,0,1,882
6064,7757,11196,111,32,13,0,3,607
6065,6974,26514,91,16,58,0,3,655
6066,5473,93870,69,5,96,0,8,331
6067,13023,64985,108,23,94,0,2,16
6068,5762,66156,72,11,66,0,6,345
6069,2489,47888,64,23,16,1,1,545
6070,4048,92801,100,24,23,0,1,407
6071,15262,80757,128,9,14,0,2,339
6072,4170,42837,106,15,39,0,1,290
6073,7434,49057,63,16,52,0,2,29
6074,2694,26744,68,16,61,0,1,326
6075,3337,60607,83,12,82,0,1,379
6076,3963,38096,99,3,28,0,1,475
6077,4660,64122,67,11,87,0,3,482
6078,5230,32630,66,26,40,0,3,202
6079,5654,90947,83,0,12,0,7,597
6080,5073,57709,125,10,26,0,1,600
6081,6950,21687,88,12,68,0,8,603
6082,10058,95023,92,30,81,0,2,640
6083,5015,48567,130,12,15,0,1,624
6084,8193,54950,103,25,75,0,7,480
6085,6269,47153,89,25,39,1,7,942
6086,2557,13044,73,30,8,0,1,525
6087,8207,35349,102,4,2,0,4,489
6088,3038,75180,77,15,30,3,1,154
6089,8062,42124,101,3,78,0,6,484
6090,6358,20761,94,19,98,2,4,17
6091,2810,26790,71,4,41,0,1,340
6092,7098,37511,185,14,93,2,1,579
6093,4558,11574,62,13,21,0,8,446
6094,2659,11120,87,4,4,3,1,420
6095,5507,49746,71,3,38,0,3,340
6096,2903,22699,77,15,89,0,1,491
6097,9602,74448,94,12,3,0,2,676
6098,7590,52823,95,7,15,0,5,125
6099,3788,35082,106,27,89,0,1,763
6100,14590,46244,62,8,3,0,2,255
6101,9031,71272,122,0,47,0,9,650
6102,8278,28164,110,20,66,0,7,1002
6103,14014,54193,117,2,83,0,2,720
6104,3443,16208,93,19,20,5,1,446
6105,5380,15848,74,19,41,0,8,59
6106,14195,86355,118,27,86,0,2,285
6107,11714,21102,100,0,81,0,2,480
6108,3239,16061,88,26,23,0,1,633
6109,3141,43499,80,8,44,0,1,529
6110,11513,44114,64,24,72,0,2,307
6111,12097,80964,107,18,79,0,2,271
6112,5156,45545,73,5,72,0,7,807
6113,6186,88375,77,23,11,0,3,0
6114,7091,90251,68,13,52,0,2,489
6115,2893,30406,73,29,93,0,1,350
6116,2530,50577,63,2,8,0,1,12
6117,2538,18608,71,13,24,0,1,340
6118,4551,74310,62,25,98,0,3,446
6119,7516,96764,106,7,39,0,6,850
6120,2470,18661,62,13,74,0,1,196
6121,2472,63860,62,26,81,0,1,208
6122,4100,47761,104,16,58,0,1,541
6123,2691,82108,67,17,63,0,1,52
6124,30718,90607,109,1,48,0,2,243
6125,11093,78255,95,14,88,0,2,456
6126,7371,93263,68,2,70,0,2,425
6127,10097,68997,63,3,26,0,2,206
6128,41143,63624,115,10,40,2,2,306
6129,10507,76549,132,3,5,0,3,616
6130,9985,36268,86,2,22,1,2,531
6131,4836,99013,136,8,2,0,1,979
6132,25464,13663,97,1,66,0,2,465
6133,2866,87428,72,27,42,0,1,224
6134,5267,40818,66,6,3,0,6,316
6135,6837,90750,170,30,47,0,1,746
6136,8066,17950,71,16,62,2,2,340
6137,4429,20868,112,14,11,0,1,537
6138,7692,19760,105,1,37,0,4,504
6139,4118,69379,103,14,79,0,1,494
6140,14536,25805,66,25,0,2,2,375
6141,8166,46653,82,34,5,0,2,590
6142,4372,23124,112,27,59,0,1,537
6143,2551,79452,65,33,75,0,1,187
6144,4637,97017,115,33,60,1,1,534
6145,6997,56940,87,11,10,0,9,512
6146,2521,41247,64,17,6,0,1,307
6147,5417,54898,69,25,32,0,9,176
6148,7564,48381,63,2,71,0,2,302
6149,2485,76608,62,2,2,0,1,91
6150,8779,54726,219,30,69,0,1,1051
6151,7083,97024,177,0,68,0,1,686
6152,8632,96200,107,9,45,0,3,513
6153,4023,41833,103,0,43,0,1,643
6154,3954,18375,103,8,50,0,1,535
6155,2555,22881,65,20,10,0,1,312
6156,5845,43145,73,19,0,0,6,516
6157,5971,52018,78,2,37,0,7,374
6158,29328,32006,94,28,7,0,2,56
6159,2442,86935,74,15,9,3,1,532
6160,6898,70950,171,6,12,0,1,565
6161,4061,30061,104,4,22,0,1,499
6162,6383,67881,79,6,70,0,4,391
6163,12350,54710,103,13,46,0,2,294
6164,7166,59253,89,17,70,0,3,67
6165,9061,73876,112,19,71,0,8,419
6166,4874,92783,61,1,47,0,6,6
6167,9259,17109,62,7,45,0,2,297
6168,16525,24414,104,34,80,0,2,499
6169,25002,21927,71,32,40,0,2,128
6170,7069,63867,89,21,4,1,3,432
6171,2320,19581,61,32,27,0,1,377
6172,5391,63633,68,16,21,1,8,374
6173,6852,51354,69,7,45,1,2,406
6174,4270,84094,122,27,2,0,1,725
6175,15610,65650,119,3,52,5,2,439
6176,4931,10666,68,6,93,0,8,480
6177,5110,22565,132,0,20,0,1,633
6178,2545,71868,65,6,61,0,1,312
6179,2753,80445,73,29,82,0,1,298
6180,2961,22608,77,5,10,0,1,369
6181,2254,79562,65,3,95,1,1,768
6182,3336,19447,89,16,6,0,1,640
6183,10861,64744,139,5,34,0,5,41
6184,7957,51125,67,27,67,0,2,430
6185,3653,57126,107,32,43,0,1,770
6186,2514,23504,69,17,56,0,1,374
6187,3579,84598,89,8,7,2,1,639
6188,7776,63568,65,19,5,0,2,390
6189,4170,90310,104,3,39,0,1,166
6190,17367,66245,145,22,58,0,2,181
6191,4706,30695,72,0,86,0,7,345
6192,14191,25575,117,26,41,1,2,561
6193,2396,60243,66,6,71,2,1,433
6194,5285,85753,66,23,14,1,8,316
6195,5555,74015,72,12,61,0,6,471
6196,9118,56446,114,2,8,0,3,547
6197,7485,26380,96,29,70,0,4,177
6198,7649,52705,64,14,8,1,2,128
6199,11926,50234,101,12,1,0,2,484
6200,2938,68018,80,2,49,1,1,384
6201,2487,28738,62,2,95,0,1,81
6202,5227,93087,131,14,25,3,1,628
6203,6903,15921,92,9,12,1,4,571
6204,4929,75644,70,25,21,0,6,837
6205,9713,88940,136,7,34,0,3,979
6206,8501,98003,107,4,46,0,7,449
6207,4523,74935,112,15,62,0,1,192
6208,14616,25358,126,1,13,0,2,750
6209,4446,66056,61,32,42,0,3,616
6210,6464,66030,89,33,98,0,3,640
6211,2168,39881,63,1,56,0,1,453
6212,12519,34179,107,15,26,0,2,770
6213,4416,61953,113,5,63,0,1,497
6214,7343,52885,68,16,57,0,2,479
6215,10481,39102,88,11,98,0,2,152
6216,4570,27538,63,10,6,4,3,285
6217,6966,27972,90,13,7,0,8,240
6218,5310,73102,66,35,46,0,4,117
6219,9268,57052,115,7,56,1,4,483
6220,2542,37072,64,1,1,0,1,307
6221,4807,92003,69,4,69,0,9,496
6222,4050,82758,101,16,37,0,1,179
6223,4617,16764,61,13,79,0,7,292
6224,10208,35482,129,10,59,1,3,619
6225,5904,89953,74,3,42,0,3,274
6226,5808,43282,72,3,3,0,3,166
6227,7275,27984,62,7,51,1,2,445
6228,6265,20698,84,18,25,1,4,481
6229,26730,21275,240,3,58,0,2,1152
6230,7123,21835,92,2,83,0,3,621
6231,4121,29727,67,7,8,3,3,482
6232,2746,91417,84,25,44,0,1,604
6233,8595,34621,108,21,32,1,8,621
6234,7426,19634,98,29,89,0,6,470
6235,8658,62464,109,23,45,0,4,400
6236,2794,39783,72,28,43,0,1,345
6237,4835,19032,71,11,71,0,6,511
6238,4386,10621,67,28,22,0,5,321
6239,9002,61374,113,5,27,0,3,210
6240,8365,27042,110,17,3,0,7,1263
6241,31234,70164,88,34,3,0,2,375
6242,5088,49111,71,31,52,0,4,511
6243,7550,69208,100,20,48,0,6,480
6244,14158,83235,70,16,33,0,2,336
6245,3226,19948,89,18,84,0,1,427
6246,21504,60228,112,23,28,1,2,286
6247,2715,20848,71,9,76,0,1,350
6248,7408,62810,187,14,22,1,1,32
6249,5243,36615,65,14,7,0,5,264
6250,4100,51193,104,31,21,2,1,97
6251,10963,55687,276,33,91,0,1,1324
6252,3157,46655,82,27,20,0,1,336
6253,7281,47482,93,19,45,0,3,594
6254,3135,55855,79,10,71,0,1,272
6255,2357,16468,65,5,59,1,1,294
6256,8966,41829,76,12,41,0,2,416
6257,4209,26435,111,32,50,1,1,1012
6258,4686,58089,118,31,83,0,1,566
6259,10213,39719,131,1,57,0,3,628
6260,4448,23006,113,17,60,0,1,792
6261,7651,53330,65,8,57,0,2,224
6262,2581,35795,65,25,53,0,1,312
6263,7465,96522,109,4,33,0,8,784
6264,2570,49304,65,28,48,0,1,312
6265,14635,97621,139,5,56,0,2,667
6266,2429,74241,61,21,57,0,1,138
6267,9688,24584,66,11,74,0,2,279
6268,10677,45732,134,22,56,0,9,611
6269,7035,55723,101,16,88,0,8,727
6270,5139,73180,64,27,43,0,3,132
6271,2925,30752,73,2,37,0,1,400
6272,7507,60920,64,10,61,0,2,231
6273,3056,34317,78,6,32,2,1,263
6274,5384,82045,78,14,68,0,5,748
6275,5963,94115,74,28,41,0,8,409
6276,8828,86721,111,33,10,0,3,532
6277,5517,60596,71,20,78,4,3,180
6278,5945,65602,73,11,14,0,3,61
6279,8564,95697,107,29,29,0,9,178
6280,58207,29295,219,25,50,0,2,1328
6281,14862,79039,82,5,16,0,2,393
6282,2630,80129,66,6,70,0,1,165
6283,2361,75976,66,17,92,1,1,145
6284,8717,83846,74,22,94,3,2,355
6285,7446,98235,93,21,68,0,8,377
6286,2493,37043,68,25,89,3,1,30
6287,13270,28727,113,7,42,0,2,350
6288,2243,12474,62,26,18,0,1,446
6289,5897,29227,74,0,83,0,7,421
6290,7180,80632,104,30,96,0,3,1210
6291,5210,89781,66,7,89,0,5,37
6292,7942,12181,108,10,19,0,4,591
6293,3903,60068,98,17,75,0,1,470
6294,2945,36167,76,9,79,3,1,364
6295,5325,61824,73,17,44,0,7,496
6296,9352,75436,78,10,20,0,2,9
6297,51337,72794,164,3,47,1,2,50
6298,6729,77445,103,13,20,0,9,741
6299,4682,37929,61,21,35,0,5,120
6300,7635,30262,98,0,96,1,9,499
6301,4035,55407,101,30,68,1,1,275
6302,3339,68382,94,20,53,0,1,863
6303,14476,27572,124,11,57,0,2,595
6304,21504,60228,112,23,28,1,2,286
6305,5283,80928,132,26,27,0,1,538
6306,2248,24910,63,7,63,1,1,347
6307,4076,29549,104,17,51,0,1,710
6308,6385,60211,63,13,35,0,2,302
6309,3401,41972,86,20,23,0,1,691
6310,32864,90783,104,0,38,2,2,285
6311,12045,55805,99,16,30,0,2,425
6312,5482,79325,68,4,31,0,4,251
6313,9388,33599,80,23,31,0,2,111
6314,5995,28804,78,6,84,0,3,76
6315,4650,28215,65,15,26,0,3,468
6316,14024,81872,115,10,55,0,2,256
6317,21295,30445,96,15,73,0,2,677
6318,5505,95766,68,17,62,0,5,162
6319,2993,17705,80,28,97,0,1,286
6320,2511,17658,65,10,44,0,1,312
6321,3842,97832,95,5,98,0,1,107
6322,8012,36937,79,22,82,0,2,335
6323,8216,63766,117,3,33,0,9,983
6324,2430,26182,70,29,30,0,1,341
6325,3352,55359,83,28,73,0,1,303
6326,10208,35482,129,21,59,0,3,619
6327,8099,60932,101,7,35,0,3,484
6328,2719,14030,72,11,3,0,1,345
6329,5382,77552,68,33,76,1,7,45
6330,2567,61900,64,11,64,0,1,307
6331,8016,82828,67,14,36,1,2,217
6332,2467,19352,65,16,0,0,1,724
6333,5860,36889,74,24,82,1,3,192
6334,6925,88893,86,5,63,0,9,72
6335,14472,22012,185,5,69,0,5,75
6336,4037,90760,103,5,7,2,1,133
6337,7531,11792,71,10,44,0,2,511
6338,4878,43358,61,2,83,0,6,400
6339,11314,62935,141,29,27,0,7,232
6340,2320,10953,63,18,76,0,1,453
6341,4626,79487,114,20,87,0,1,547
6342,7250,57957,69,17,10,0,2,496
6343,8110,11489,105,4,50,0,6,504
6344,7053,52982,89,8,54,0,3,31
6345,2574,34990,65,23,73,0,1,42
6346,4334,23904,123,1,67,3,1,590
6347,3196,62815,80,14,84,0,1,47
6348,15118,58883,62,1,47,0,2,432
6349,5444,91393,67,19,54,0,6,460
6350,8188,45318,103,17,27,0,8,494
6351,2594,30064,65,20,23,0,1,296
6352,4814,35307,67,34,4,0,4,482
6353,5002,29478,70,35,56,0,3,504
6354,9621,54872,121,9,50,0,3,580
6355,2132,34682,61,0,62,0,1,691
6356,3839,18944,112,3,51,2,1,537
6357,3313,40348,83,6,56,0,1,26
6358,18321,76726,65,27,26,0,2,10
6359,6627,90751,82,2,22,1,8,315
6360,4957,23806,67,3,69,0,7,321
6361,4916,21907,62,6,47,0,3,2
6362,2443,15542,69,2,55,0,1,124
6363,3766,22439,98,30,63,0,1,470
6364,2702,22415,69,0,79,0,1,352
6365,10168,35504,128,4,86,0,3,404
6366,5181,97131,64,5,80,0,6,307
6367,5678,17784,76,8,44,0,3,364
6368,10552,47761,131,2,54,0,6,232
6369,5337,88419,86,19,93,3,5,619
6370,9369,99185,115,8,19,0,3,449
6371,4854,29834,64,19,44,0,3,307
6372,3890,91182,96,8,90,0,1,249
6373,12919,58236,108,22,92,0,2,67
6374,9024,71499,112,25,61,0,5,537
6375,5325,62470,66,34,84,0,4,243
6376,14642,57561,62,18,57,1,2,298
6377,2446,29152,67,24,72,0,1,255
6378,3621,13457,94,31,28,0,1,285
6379,3815,23540,103,30,23,2,1,494
6380,15739,48096,131,10,3,0,2,450
6381,2410,19297,67,5,53,0,1,482
6382,29006,40252,104,12,60,0,2,499
6383,2858,40706,71,30,96,0,1,166
6384,7285,44788,61,6,48,0,2,386
6385,4318,81650,68,7,53,3,3,230
6386,9671,17103,87,24,29,0,2,417
6387,2912,81097,74,7,67,0,1,355
6388,6243,73945,78,21,76,0,8,330
6389,5715,69451,72,10,93,2,5,230
6390,10208,35482,129,21,59,0,3,619
6391,20498,56070,74,5,73,0,2,87
6392,4705,91631,78,21,23,3,3,555
6393,6947,21495,99,12,77,0,4,475
6394,27386,56600,105,0,47,0,2,451
6395,8002,93384,107,3,65,0,3,513
6396,9246,40032,118,1,50,2,7,717
6397,5146,93752,64,34,24,0,3,154
6398,4260,22802,62,1,73,0,3,446
6399,30859,69872,111,35,10,2,2,218
6400,5209,37940,129,11,36,0,1,512
6401,7890,43478,112,15,29,3,7,747
6402,3123,30546,101,1,83,4,1,960
6403,4518,19186,62,10,34,0,5,297
6404,2962,16495,85,25,75,3,1,408
6405,9801,82888,91,33,38,0,2,436
6406,13197,64027,68,3,2,1,2,326
6407,21312,70734,175,4,35,0,2,1200
6408,11077,78011,138,14,42,0,3,619
6409,2346,22932,62,2,97,0,1,297
6410,5786,44784,73,32,35,0,4,395
6411,2530,25143,66,34,38,0,1,8
6412,5329,99839,66,11,12,0,3,468
6413,2450,89722,73,4,44,3,1,554
6414,27929,88105,86,5,26,0,2,412
6415,5173,59040,69,30,69,0,9,331
6416,8208,40646,103,22,6,0,8,494
6417,4766,29177,64,15,20,0,5,307
6418,9320,18643,119,34,41,0,5,571
6419,10307,78358,128,6,75,0,3,614
6420,8277,79780,68,11,58,0,2,326
6421,6369,34498,83,30,72,0,7,398
6422,9368,44980,81,2,27,0,2,333
6423,2810,73858,72,8,59,3,1,422
6424,3873,28142,105,18,50,0,1,701
6425,4718,15680,64,16,29,0,8,260
6426,15190,49629,71,4,64,4,2,839
6427,5272,60260,66,14,84,0,3,328
6428,2682,24823,69,23,66,0,1,229
6429,2219,96607,62,0,83,0,1,297
6430,2345,26304,63,22,93,0,1,302
6431,6674,63736,98,7,24,0,9,931
6432,2810,20371,71,19,14,1,1,340
6433,7998,29066,100,8,51,1,3,844
6434,2127,93115,61,11,6,1,1,31
6435,4035,21359,101,25,5,0,1,484
6436,4815,59438,124,33,55,0,1,562
6437,4940,65985,71,3,47,5,4,42
6438,4362,58842,110,6,74,0,1,528
6439,2675,67837,69,19,17,4,1,430
6440,8388,87123,69,13,87,0,2,118
6441,9244,12081,82,18,18,0,2,548
6442,6904,75358,98,26,31,0,4,1032
6443,13727,67780,126,12,4,0,2,604
6444,8229,64216,109,5,63,0,3,298
6445,3530,52515,108,7,55,0,1,777
6446,6459,24290,82,15,84,0,8,393
6447,5232,41596,66,12,12,0,5,316
6448,2549,31213,65,0,29,0,1,312
6449,3609,58297,97,19,94,5,1,647
6450,5955,83534,83,35,87,0,8,628
6451,9806,18520,87,15,26,0,2,626
6452,13569,20978,70,35,20,0,2,336
6453,5773,52278,73,31,91,0,3,234
6454,2409,54491,66,3,97,0,1,316
6455,12280,88340,102,16,1,0,2,489
6456,6701,56398,85,4,18,0,7,408
6457,6762,40372,85,15,17,0,4,76
6458,9657,79488,131,34,61,0,9,628
6459,20492,27317,102,30,12,0,2,489
6460,6045,82399,77,18,15,3,9,31
6461,14703,48295,71,16,30,1,2,819
6462,21101,61347,106,27,66,0,2,604
6463,3758,58300,94,25,55,0,1,24
6464,6943,53151,76,4,43,5,2,547
6465,4254,11904,61,34,11,2,3,292
6466,18708,98433,77,10,36,1,2,554
6467,8048,50863,116,24,90,0,9,1339
6468,8715,33838,84,33,20,0,2,604
6469,8007,27972,112,12,93,0,3,537
6470,35013,41988,133,1,85,0,2,532
6471,8869,81214,119,12,57,0,4,571
6472,27890,46546,99,9,64,0,2,319
6473,4836,16450,128,6,81,0,1,871
6474,4433,91058,65,7,22,0,6,312
6475,10114,74001,84,16,0,0,2,224
6476,10517,46707,133,7,9,0,8,80
6477,10255,64893,102,17,77,0,2,734
6478,11618,27750,297,28,25,1,1,1425
6479,2580,46900,66,13,59,0,1,316
6480,31316,42522,132,3,85,0,2,909
6481,23187,58466,66,7,79,1,2,316
6482,9416,75664,86,9,83,1,2,412
6483,2517,29084,69,2,71,0,1,42
6484,5252,76609,74,21,62,4,3,532
6485,25464,13663,97,1,66,0,2,465
6486,3895,35970,98,29,81,0,1,470
6487,3560,76769,88,6,91,0,1,170
6488,2248,24910,63,7,63,1,1,347
6489,5600,63621,70,8,48,0,5,444
6490,7857,85067,65,34,51,0,2,256
6491,8828,86721,111,33,10,0,3,532
6492,5166,80797,64,21,47,0,9,300
6493,3034,17308,82,10,86,0,1,874
6494,7720,67332,192,11,10,0,1,921
6495,8649,43383,109,7,60,0,8,757
6496,5090,93018,63,5,90,0,3,135
6497,4250,63687,61,17,1,1,7,292
6498,8435,64692,70,17,80,0,2,336
6499,24127,14072,71,13,3,0,2,511
6500,5511,36267,69,21,1,0,8,263
6501,6751,66590,95,14,78,0,9,456
6502,3508,20978,98,19,96,1,1,1176
6503,9657,19326,131,34,61,0,9,628
6504,5141,60277,65,32,19,0,7,146
6505,12298,17101,113,1,88,0,2,542
6506,6290,34618,95,11,23,0,5,684
6507,8605,47589,109,35,44,1,7,110
6508,8382,19683,117,17,41,1,9,561
6509,2608,61567,65,35,78,0,1,39
6510,19927,51352,66,21,87,3,2,95
6511,2860,27907,74,3,38,1,1,406
6512,8491,62076,71,25,82,0,2,227
6513,6866,81463,64,18,59,0,2,40
6514,22337,34426,130,9,43,0,2,1376
6515,9392,94124,88,4,52,0,2,851
6516,3173,67429,101,34,52,4,1,484
6517,4013,15413,106,4,67,0,1,508
6518,5996,92827,83,5,59,0,9,398
6519,4389,26676,112,7,96,0,1,537
6520,8033,70311,66,18,15,0,2,341
6521,7511,49165,70,9,96,0,2,340
6522,8061,57293,102,24,87,0,7,347
6523,14131,28327,185,22,26,4,3,888
6524,5385,29664,71,1,69,0,3,340
6525,2227,27972,61,7,38,0,1,292
6526,2199,59695,64,21,5,0,1,685
6527,11660,21506,151,11,42,0,4,826
6528,3910,58713,98,8,4,0,1,470
6529,2305,92380,63,33,34,0,1,327
6530,4361,79583,109,12,76,2,1,523
6531,3237,60097,82,11,62,0,1,278
6532,5181,97131,64,5,80,0,6,307
6533,6480,42846,81,14,42,0,4,286
6534,2700,79292,67,18,58,0,1,55
6535,35692,41414,102,10,90,0,2,1123
6536,2357,96280,64,25,80,0,1,199
6537,2590,25981,65,33,38,0,1,77
6538,2897,54337,72,27,7,0,1,345
6539,13891,42305,117,10,62,0,2,561
6540,6608,21616,93,4,41,0,7,944
6541,3074,51809,104,25,33,3,1,748
6542,6207,49419,77,3,34,0,4,203
6543,9877,67752,131,4,40,4,9,168
6544,8415,57054,62,8,98,0,2,446
6545,5409,98286,62,1,9,5,2,297
6546,37243,53602,115,15,60,0,2,295
6547,4483,32983,113,25,59,0,1,466
6548,8470,52386,113,34,5,0,8,619
6549,18544,34087,235,12,49,0,6,889
6550,2444,48473,63,1,73,0,1,302
6551,8487,16560,74,7,93,0,2,426
6552,2129,92682,61,13,81,1,1,292
6553,3808,94903,94,3,38,0,1,451
6554,8207,40420,104,2,10,0,7,499
6555,3985,77739,98,31,61,0,1,428
6556,6837,90750,170,30,47,0,1,746
6557,16484,91354,68,30,26,0,2,361
6558,3011,39010,78,27,99,2,1,374
6559,6745,47175,192,15,27,0,1,1921
6560,10479,78435,130,11,19,0,4,553
6561,18704,64929,240,13,11,3,8,1261
6562,4558,14665,61,6,82,0,3,292
6563,11836,41484,119,9,74,0,2,856
6564,3300,52618,92,3,9,0,1,711
6565,4821,72406,136,28,87,0,1,652
6566,7222,79060,68,5,36,0,2,350
6567,2275,56008,64,23,66,0,1,460
6568,9868,96575,99,25,23,0,2,712
6569,8769,49665,74,5,51,0,2,355
6570,8936,18141,116,2,87,0,3,722
6571,2613,57099,67,20,37,0,1,67
6572,4834,38713,66,31,69,4,6,316
6573,8355,49564,105,34,29,0,5,661
6574,5040,46072,64,0,61,0,4,25
6575,4564,12626,69,31,15,4,3,331
6576,21892,58149,61,5,90,0,2,292
6577,5288,42621,66,8,3,0,3,316
6578,4315,89797,106,19,8,0,1,70
6579,6611,22361,95,15,37,0,3,564
6580,4170,29462,107,22,23,0,1,513
6581,32098,31503,105,17,74,3,2,504
6582,3410,59662,85,6,76,0,1,10
6583,3095,53588,77,10,71,0,1,369
6584,3788,48887,95,26,25,0,1,456
6585,7803,84417,98,5,32,0,7,139
6586,13372,16729,74,18,58,0,2,811
6587,5375,69050,67,17,38,0,3,334
6588,9654,67772,82,29,27,0,2,502
6589,5595,74454,71,25,29,0,3,340
6590,2395,21986,63,1,9,0,1,333
6591,2287,69024,61,27,32,5,1,238
6592,2272,16618,62,0,40,0,1,219
6593,2552,35149,64,26,33,0,1,120
6594,9095,37937,116,11,42,0,5,556
6595,2269,80459,68,22,43,0,1,542
6596,34243,51255,122,12,0,0,2,421
6597,2831,17752,77,26,87,0,1,369
6598,4897,30503,63,32,57,3,5,257
6599,2584,60942,64,11,56,0,1,288
6600,8482,29628,106,29,45,0,9,763
6601,7880,23129,70,10,74,0,2,491
6602,16887,53262,62,11,18,4,2,223
6603,2444,64551,71,8,59,1,1,244
6604,2312,16143,62,3,73,1,1,32
6605,2866,26924,73,12,80,0,1,262
6606,11836,46253,119,33,74,0,2,856
6607,2435,43721,61,5,84,0,1,292
6608,7271,20545,70,23,86,0,2,336
6609,16045,89122,65,10,10,0,2,163
6610,5598,14174,72,1,62,0,8,345
6611,5163,35577,130,1,6,0,1,574
6612,7919,82877,99,8,89,1,3,22
6613,12208,21331,103,18,84,0,2,419
6614,2649,36283,68,14,63,1,1,291
6615,4656,34257,128,17,37,0,1,1548
6616,6159,97658,76,7,82,1,3,364
6617,4395,28719,110,0,17,0,1,792
6618,10633,80046,132,21,42,0,4,260
6619,5396,40308,136,4,69,0,1,652
6620,10517,46707,133,7,9,0,8,80
6621,7611,90252,95,1,77,0,7,122
6622,9050,63800,113,9,43,0,4,542
6623,13037,28582,112,27,24,0,2,537
6624,9935,34831,124,4,34,0,3,595
6625,6259,46747,83,8,78,0,4,254
6626,3903,42864,104,25,87,0,1,499
6627,3980,92539,101,9,61,0,1,707
6628,9775,55632,123,35,98,0,7,478
6629,5678,14035,76,8,44,0,3,364
6630,13448,43720,117,5,90,1,2,561
6631,4424,37800,112,0,77,0,1,662
6632,6274,72364,67,23,39,1,2,431
6633,21914,77311,181,18,36,0,2,113
6634,21235,23876,86,29,45,0,2,568
6635,4962,23300,63,3,35,1,4,339
6636,2747,52266,80,12,14,0,1,576
6637,8349,45428,109,2,46,1,3,487
6638,16798,55269,71,32,15,0,2,340
6639,4778,78985,73,15,17,0,9,350
6640,4686,32646,119,25,84,0,1,464
6641,7462,70263,93,30,66,0,5,7
6642,4895,54495,61,7,3,0,8,182
6643,22620,49564,193,22,82,0,2,286
6644,4770,12964,65,2,37,0,4,362
6645,2311,24400,62,13,25,0,1,297
6646,2434,96045,61,24,35,0,1,8
6647,6111,22944,80,26,83,0,5,488
6648,7249,37751,93,15,42,0,3,56
6649,8663,93485,72,31,40,0,2,127
6650,4715,50050,65,19,56,0,3,308
6651,5638,74286,70,27,0,0,3,277
6652,16922,93836,139,1,19,0,2,497
6653,2540,37125,63,29,78,0,1,290
6654,7119,28227,62,14,24,0,2,551
6655,2897,38301,85,4,45,0,1,612
6656,3636,25407,98,2,88,0,1,284
6657,14255,31027,124,16,66,0,2,597
6658,7432,58839,65,4,65,3,2,18
6659,6104,84822,76,5,13,0,5,219
6660,5301,20269,66,14,79,0,3,475
6661,6776,24852,96,0,38,0,3,818
6662,2473,13449,68,28,13,0,1,326
6663,2357,25064,62,17,34,0,1,297
6664,4595,76357,117,18,96,1,1,4
6665,8804,48990,74,3,20,0,2,355
6666,8209,68022,103,3,26,0,3,494
6667,5406,21855,74,21,49,1,6,355
6668,4638,61785,71,33,48,3,7,143
6669,7897,47496,72,8,54,0,2,518
6670,5601,11920,74,20,27,0,7,355
6671,5635,20303,71,24,84,0,3,340
6672,6558,19508,61,22,59,0,2,292
6673,4334,23904,123,1,67,3,1,590
6674,3371,86689,85,3,72,0,1,408
6675,4868,31447,121,12,16,0,1,580
6676,4549,27184,62,12,53,0,3,639
6677,16525,24414,104,34,80,0,2,499
6678,3954,18375,103,8,50,0,1,535
6679,4111,65085,103,20,55,0,1,480
6680,5358,40833,69,13,84,0,6,294
6681,8896,26201,112,4,48,0,8,168
6682,5124,14465,135,30,50,1,1,944
6683,8879,52583,113,12,59,0,7,528
6684,8646,64125,108,3,44,0,3,369
6685,3757,36633,96,20,61,1,1,460
6686,5290,27179,66,8,91,0,9,344
6687,9591,54538,119,32,63,0,6,507
6688,7379,61584,61,18,93,0,2,205
6689,9075,37722,116,8,23,0,8,158
6690,15925,34455,135,8,69,0,2,648
6691,7176,27071,183,1,85,0,1,878
6692,5229,18129,69,21,56,0,5,364
6693,11726,40564,97,0,36,0,2,85
6694,4307,32537,62,27,14,0,3,434
6695,8044,71391,67,29,39,0,2,284
6696,10864,95579,67,19,78,0,2,308
6697,3712,73205,92,9,18,0,1,37
6698,2641,29305,66,1,38,0,1,475
6699,22235,80355,187,24,92,1,2,897
6700,22261,50398,71,18,51,0,2,339
6701,8544,28224,109,13,13,0,8,523
6702,2842,92629,72,22,1,3,1,60
6703,2878,79189,71,11,79,0,1,56
6704,16045,30739,65,10,10,0,2,163
6705,5073,57709,125,10,26,0,1,600
6706,2331,27398,68,4,39,1,1,326
6707,8355,57074,105,28,19,0,3,80
6708,6326,86162,87,2,41,0,3,417
6709,7813,25859,74,0,44,0,2,355
6710,3995,37862,119,19,98,0,1,856
6711,12302,43817,62,25,12,1,2,245
6712,7506,49561,193,4,35,0,1,926
6713,6857,80629,101,31,1,0,3,1021
6714,5357,33047,82,7,77,0,7,393
6715,2584,22562,65,15,81,0,1,312
6716,5074,51659,64,0,37,1,3,307
6717,10492,72297,87,17,37,2,2,109
6718,27789,33806,89,32,59,0,2,395
6719,3560,76769,88,6,91,0,1,170
6720,10083,11828,90,18,84,0,2,571
